_id,CODICEIDENTIFICATIVOFARMACIA,CODFARMACIAASSEGNATODAASL,INDIRIZZO,DESCRIZIONEFARMACIA,PARTITAIVA,CAP,CODICECOMUNEISTAT,DESCRIZIONECOMUNE,FRAZIONE,CODICEPROVINCIAISTAT,SIGLAPROVINCIA,DESCRIZIONEPROVINCIA,CODICEREGIONE,DESCRIZIONEREGIONE,DATAINIZIOVALIDITA,DATAFINEVALIDITA,DESCRIZIONETIPOLOGIA,CODICETIPOLOGIA,LATITUDINE,LONGITUDINE,LOCALIZE
1,9082,0,"Via G. Branca, 62",AMOROSO SACCHETTA GIOVANNI,00424570588,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.92368,12.57115,1
2,9082,0,"Via G. Branca, 62",AMOROSO SACCHETTA GIOVANNI,01241670585,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
3,9083,0,"Via Tagliamento, 58/60",BONSIGNORI GIUSEPPE,01405530583,198,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.46143,12.68864,1
4,9084,0,"Via dei Serpenti, 177",ENEI LILIANA,00988150587,184,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2007-01-07T00:00:00,-,Ordinaria,1,41.89616,12.4902,1
5,9084,0,"Via dei Serpenti, 177",ENEI LILIANA,10089290588,184,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/06/2007,Ordinaria,1,41.89616,12.4902,1
6,9085,0,"Isola Tiberina, 39",FATEBENEFRATELLI,00989031000,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,28/02/2013,Ordinaria,1,41.92368,12.57115,1
7,9085,0,"PIAZZA SAN BARTOLOMEO ALL'ISOLA, 39",FATEBENEFRATELLI,00989031000,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
8,9085,0,"Isola Tiberina, 39",FATEBENEFRATELLI,-,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.92368,12.57115,1
9,9086,0,"Piazza San Cosimato, 34-35 (Mercato)",EREDI DR. CARLO PELLEGRINI,12579131009,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,31/03/2015,Ordinaria,1,41.88618,12.46935,1
10,9086,0,"Piazza San Cosimato, 34-35 (Mercato)",PELLEGRINI EREDI DR. CARLO PELLEGRINI DI A. E G. PELLEGRINI & C. SNC,12579131009,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-04T00:00:00,-,Ordinaria,1,41.88618,12.46935,1
11,9086,0,"Via Roma Libera, 34",PELLEGRINI CARLO,00445440589,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,28/02/2013,Ordinaria,1,41.88618,12.46935,1
12,9087,0,"Via Nazionale, 228",PIRAM SERGIO,-,184,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.89846,12.48979,1
13,9087,0,"Via Nazionale, 228",PIRAM SERGIO,01444360588,184,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,30/04/2008,Ordinaria,1,41.89846,12.48979,1
14,9087,0,"Via Nazionale, 228",PIRAM ALBERTO,09709071006,184,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-05T00:00:00,-,Ordinaria,1,41.89846,12.48979,1
15,9088,0,"Via S. Gallicano, 23",SAN GALLICANO IFO 319,01033011006,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
16,9089,0,"Via del Corso, 498",SAN GIACOMO SNC DI TOMADINI GIUSEPPINA,10337271000,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-01T00:00:00,-,Ordinaria,1,41.89907,12.48121,1
17,9089,0,"Via del Corso, 498",TOMADINI GIUSEPPINA,-,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2009,Ordinaria,1,41.89907,12.48121,1
18,9090,0,"Via del Gambero, 13 A",ANTICHE FARMACIE DELLA DR.SSA EMANUELA SBARIGIA & C. SAS,07013881003,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,30/06/2011,Ordinaria,1,41.90305,12.48039,1
19,9090,0,"Via del Gambero, 13 A",ANTICA FARMACIA REALE DELLA DR.SSA CLELIA ORLANDI E C. SAS,10218961000,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2011-01-07T00:00:00,-,Ordinaria,1,41.90305,12.48039,1
20,9090,0,"Via del Gambero, 13 A",ANTICHE FARMACIE DELLA DR.SSA EMANUELA SBARIGIA & C. SAS,10218961000,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2009-01-09T00:00:00,30/09/2010,Ordinaria,1,41.90305,12.48039,1
21,9090,0,"Via del Gambero, 13 A",ANTICA FARMACIA REALE Dr.ssa Sbarigia Emanuela,01024460584,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,31/08/2009,Ordinaria,1,41.90305,12.48039,1
22,9090,0,"Via del Gambero, 13 A",ANTICA FARMACIA REALE Dr.ssa Sbarigia Emanuela,07013881003,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.90305,12.48039,1
23,9091,0,"Via Gargano, 50",SEVERI PAOLO,00271430589,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.93548,12.53437,1
24,9092,0,"P.za S. Lorenzo in Lucina, 27",SANTACROCE LIDIA,01036350583,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2009,Ordinaria,1,41.92368,12.57115,1
25,9092,0,"Piazza S. Lorenzo in Lucina, 27",Sbarigia Sas,10218961000,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
26,9093,0,"Piazza Lecce, 13/14",VITI NICOLA,09097340583,161,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.91071,12.51601,1
27,9093,0,"Piazza Lecce, 13/14",PIAZZA LECCE SNC DEI DR.I EMILIO MANFREDI E ERNESTO ROSSI,03533771006,161,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,28/02/2011,Ordinaria,1,41.91071,12.51601,1
28,9093,0,"Piazza Lecce, 13/14",PIAZZA LECCE SNC DEL DR.  ERNESTO ROSSI,07815840637,161,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2011-01-03T00:00:00,-,Ordinaria,1,41.91071,12.51601,1
29,9093,0,"Piazza Lecce, 13/14",PIAZZA LECCE SNC DEI DR.I EMILIO MANFREDI E ERNESTO ROSSI,07815840637,161,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,30/09/2010,Ordinaria,1,41.91071,12.51601,1
30,9094,0,"Via Pantelleria, 13",LUGANO DI DANIELA COSTANZO & C. SAS,05798621008,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-01T00:00:00,28/02/2015,Ordinaria,1,41.46021,12.67441,1
31,9094,0,"Via Pantelleria, 13",LUGANO SNC DELDR. STEFANO MONGARDINI,05798621008,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,31/12/2014,Ordinaria,1,41.46021,12.67441,1
32,9094,0,"Viale Jonio, 353",LUGANO DI DANIELA COSTANZO & C. SAS,05798621008,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-03T00:00:00,31/03/2015,Ordinaria,1,41.46021,12.67441,1
33,9094,0,"Via Pantelleria, 13",BADOLATO SNC,00926640582,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.46021,12.67441,1
34,9094,0,"Via Pantelleria, 13",BADOLATO SNC,05798621008,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,28/02/2013,Ordinaria,1,41.46021,12.67441,1
35,9094,0,"Viale Jonio, 353",SANT'ANTONIO DI DANIELA COSTANZO & C. SAS,05798621008,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-04T00:00:00,-,Ordinaria,1,41.46021,12.67441,1
36,9095,0,"Via di Capo Le Case, 47",SANTI ANNA LAURA,00765920582,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
37,9096,0,"Viale Parioli, 78/80",PARIOLI - MARIA TERESA FERRANTI E RECCHI FRANCESCHINI RINALDO SAS,12726921005,197,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,28/02/2015,Ordinaria,1,41.92954,12.48386,1
38,9096,0,"Piazza Santiago del Cile, 23",PARIOLI DEL DR. RECCHI FRANCESCHINI RINALDO SAS,12726921005,197,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-03T00:00:00,-,Ordinaria,1,41.92954,12.48386,1
39,9096,0,"V.le Parioli, 78/80",FERRANTI MARIA TERESA,-,197,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.92954,12.48386,1
40,9097,0,"V.le Regina Margherita, 221/223",EREDI DI MINELLI GIANNI SDF,00448190587,198,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/08/2010,Ordinaria,1,41.80978,12.68084,1
41,9097,0,"V.le Regina Margherita, 221/223",EREDI DI MINELLI GIANNI SDF,10203651004,198,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-09T00:00:00,28/02/2011,Ordinaria,1,41.80978,12.68084,1
42,9097,0,"Viale Regina Margherita, 221/223",PIAZZA REGINA MARGHERITA DEL DOTT. EMILIO MANFREDI,11118071007,198,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2011-01-03T00:00:00,-,Ordinaria,1,41.80978,12.68084,1
43,9098,0,"Via Rapagnano, 2",EREDI SIMEONI LUIGI,08932711008,138,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2006-01-06T00:00:00,-,Ordinaria,1,41.98293,12.51333,1
44,9098,0,-,SIMEONI LUIGI,04364861007,138,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/05/2006,Ordinaria,1,41.98293,12.51333,1
45,9099,0,"Via G.B. Morgagni, 30",VITI DE ANGELIS FRANCESCO PAOLO CLAUDIO,00567501002,161,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/01/2008,Ordinaria,1,41.92368,12.57115,1
46,9099,0,"Via G.B. Morgagni, 30",VITI DE ANGELIS FRANCESCO PAOLO CLAUDIO,08425831008,161,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-02T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
47,9100,0,"Piazza di Trevi, 89",CIOTTI ALESSANDRA,09052501005,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2007-01-04T00:00:00,-,Ordinaria,1,41.90106,12.48291,1
48,9100,0,"Piazza di Trevi, 89",CIOTTI MAURO,05140631002,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/03/2007,Ordinaria,1,41.90106,12.48291,1
49,9101,0,"Via Migiurtina, 43/45",CHIMENTI BRUNO,00949980585,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.93044,12.52167,1
50,9101,0,"Via Migiurtina, 43/45",CHIMENTI BRUNO,04813190586,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.93044,12.52167,1
51,9102,0,"Via Libia, 225-227",SAN STANISLAO SAS DI ROMEO CARMELA GIULIA & C. SAS,12439401006,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-04T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
52,9102,0,"Via Libia, 225-227",SAN STANISLAO SAS,12439401006,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,31/03/2015,Ordinaria,1,41.92368,12.57115,1
53,9102,0,VIA ROCCANTICA 24 ANGOLO VIA LIBIA 225,CARNOVALE DOMENICO,04430731002,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.92368,12.57115,1
54,9103,0,"Via Ettore Romagnoli, 76/78",SERLENGA TOMMASO,02386100586,137,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.94348,12.54768,1
55,9104,0,"Via Montaione, 68/70",TINARI VALERIO,01978970562,139,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-04T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
56,9104,0,"Via Montaione, 68/70",IANNUZZI ANNA MARIA,01057861005,139,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/03/2010,Ordinaria,1,41.92368,12.57115,1
57,9105,0,"Via Val di Non, 10",MIGLIORINO MARIA GABRIELLA,-,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.92368,12.57115,1
58,9105,0,"Via Val di Non, 10",MIGLIORINO MARIA GABRIELLA,00712290584,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,28/02/2013,Ordinaria,1,41.92368,12.57115,1
59,9105,0,"Via Val di Non, 10",CONCA D'ORO SNC DEI DR.I MIGLIORINO M.GABRIELLA ED EUG CIRO CALIANDRO,00712290584,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
60,9106,0,"Largo Arenula, 36",BEDINI GIULIANA,10017011007,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-09T00:00:00,28/02/2013,Ordinaria,1,41.89496,12.47609,1
61,9106,0,"Largo Arenula, 36",BEDINI GIULIANA,01363270586,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/08/2008,Ordinaria,1,41.89496,12.47609,1
62,9106,0,"via aurelia, 30",ANTICA FARMACIA TORRE ARGENTINA SAS DI BORBOTTI GIUSEPPINA,10017011007,1014,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,-,Ordinaria,1,41.89496,12.47609,1
63,9107,0,"Via S. Francesco a Ripa, 131",GIORGI MARCO,00618970586,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/05/2013,Ordinaria,1,41.92368,12.57115,1
64,9107,0,"Via S. Francesco a Ripa, 131",ANTICA FARMACIA SAN FRANCESCO DELLA DR.SSA CLELIA ORLANDI E C. SAS,1196131005,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-06T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
65,9108,0,"Via D. Morichini, 24/26",DE BELLA FRANCESCO,08939510585,161,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.92368,12.57115,1
66,9108,0,"Via D. Morichini, 24/26",IPPOCRATE SNC DI FRANCESCO MARIA DE BELLA E C.,12668721009,161,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
67,9109,0,"Via S. Croce in Gerusalemme, 22/A",STRAMPELLI SAS,11591621005,185,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2012-01-07T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
68,9109,0,"Via S. Croce in Gerusalemme, 22",STRAMPELLI GIULIO,00867220584,185,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/06/2012,Ordinaria,1,41.92368,12.57115,1
69,9110,0,"Via Radicofani, 206/a (B.ta Fidene)",CALVANI SNC DI CASELLI SERGIO E CIAMBELLINI MAURIZIO,09575261004,138,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
70,9110,0,"Via Radicofani, 206/a (B.ta Fidene)",CIAMBELLINI ANSELMO,04884680580,138,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.92368,12.57115,1
71,9111,0,"Viale Aventino, 78",MOSTACCI FRANCO,00712260587,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.88228,12.48625,1
72,9112,0,"Viale Somalia, 84 (Ang. Via Villa Chigi)",CAPRINO FRANCO,03754821001,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.92368,12.57115,1
73,9112,0,"Viale Somalia, 84 (Ang. Via Villa Chigi)",CAPRINO SNC,11822231004,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2012-01-07T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
74,9112,0,"Viale Somalia, 84 (Ang. Via Villa Chigi)",CAPRINO FRANCO,00448170589,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,30/06/2012,Ordinaria,1,41.92368,12.57115,1
75,9113,0,"Via Priscilla, 79",TAGLIAVINI PAOLO,00924610587,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
76,9114,0,"Via G.Antamoro, 86/b",VALENTINI MASSIMO,00825481005,137,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
77,9115,0,"Viale XXI Aprile, 31",EREDI MANCINI DI LORENZO MANCINI,13104841005,162,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
78,9115,0,"Viale XXI Aprile, 31",MANCINI FABRIZIO,00867070583,162,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2014,Ordinaria,1,41.92368,12.57115,1
79,9116,0,"Via G. Pacini, 15",BAGNARELLI MASSIMO,01066780584,198,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-09T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
80,9116,0,"Via G. Pacini, 15",BAGNARELLI MASSIMO,00949980585,198,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/08/2010,Ordinaria,1,41.92368,12.57115,1
81,9117,0,"Via Gaverina, 14","GIOVANNINI SNC DI ESLISABETTA, MARTA E PAOLO",09939301009,166,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,-,Ordinaria,1,41.9095,12.50124,1
82,9117,0,"Via Nomentana Nuova, 61/63",GIOVANNINI MASSIMO,01291830584,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/04/2008,Ordinaria,1,41.9095,12.50124,1
83,9117,0,"Via Nomentana Nuova, 61/63",EREDI GIOVANNINI MASSIMO,09939301009,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-05T00:00:00,28/02/2013,Ordinaria,1,41.9095,12.50124,1
84,9118,0,"Via C. Fracassini, 26",GALLOTTA DOMENICO,01066790583,196,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
85,9119,0,"P.le Ionio, 51/52",INESI ZELINDA,01057861005,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.92368,12.57115,1
86,9119,0,"Piazzale Ionio, 51/52",INESI ZELINDA,01004030589,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
87,9120,0,"Viale delle Provincie, 66",S. CARLO,07504710588,162,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.91141,12.52099,1
88,9121,0,"Via della Croce, 11",Farmacia Eredi della dr.ssa Laura Maria Vittoria del dottor Vincenzo Crimi,10099081001,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-07T00:00:00,31/08/2011,Ordinaria,1,41.71954,12.66981,1
89,9121,0,"Via della Croce, 11",Farmacrimi Europea del dr Vincenzo Crimi & C. SAS,10914191001,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2011-01-09T00:00:00,-,Ordinaria,1,41.71954,12.66981,1
90,9121,0,"Via della Croce, 11",LAURA M. VITTORIA,-,187,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/06/2008,Ordinaria,1,41.71954,12.66981,1
91,9122,0,"Via Val Sassina, 36",PICCIONI TITO,09250861003,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2007-01-07T00:00:00,-,Ordinaria,1,41.93525,12.52774,1
92,9122,0,"Via Val Sassina, 36",PICCIONI GIANNANTONIO,01363290584,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/06/2007,Ordinaria,1,41.93525,12.52774,1
93,9123,0,"Via Cimone, 119/a",FABRIZI GIULIANO,01419350580,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.93113,12.53628,1
94,9124,0,"Via Val di Fassa, 40/42",BETA EREDI DOTT.BAVUSO CORRADO SDF,12783621001,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.45801,12.73303,1
95,9124,0,"Via Val di Fassa, 40/42",BAVUSO CORRADO,01254840588,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.45801,12.73303,1
96,9125,0,"Corso Sempione, 16",SEMPIONE SNC R. RINALDI E. RINALDI E F. SCARPELLINI,06645591006,141,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.93511,12.53356,1
97,9126,0,"P.za Manfredo Fanti, 36/37",RICCI ANNA LUCIA,-,185,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.89757,12.50239,1
98,9126,0,"Piazza Manfredo Fanti, 36/37",RICCI SAS DI ALESSANDRA MAGNOLFI,09509210580,185,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,31/10/2014,Ordinaria,1,41.89757,12.50239,1
99,9126,0,"Piazza Manfredo Fanti, 36/37",RICCI SAS DEI DR.I ANTONIO F. D'AGOSTINO E ALESSANDRA MAGNOLFI,09509210580,185,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2014-01-11T00:00:00,-,Ordinaria,1,41.89757,12.50239,1
100,9127,0,"Piazza Testaccio, 8",PRAGLIOLA ROBERTO,07511241007,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,-,Ordinaria,1,41.87557,12.47127,1
101,9127,0,"Piazza Testaccio, 48",PRAGLIOLA ROBERTO,01517440580,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.87557,12.47127,1
102,9128,0,"Via Valmelaina, 151",ZELLI MAURO,01610770586,139,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/05/2015,Ordinaria,1,41.92368,12.57115,1
103,9128,0,"Via Valmelaina, 151",ZELLI MAURO SAS DI MAURO ZELLI,13187571008,139,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-06T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
104,9129,0,"Via Andersen, 50",SBARIGIA DR.SSA ANNA,-,168,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2012-01-03T00:00:00,-,Ordinaria,1,41.924,12.40317,1
105,9129,0,"Via Andersen, 50",MANNI MIRELLA,00916080583,168,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,29/02/2012,Ordinaria,1,41.924,12.40317,1
106,9130,0,"Via dei Sabelli, 84",PINCHETTI MARCO,02396840585,185,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.89608,12.5136,1
107,9131,0,"Via F. A. Gualterio, 50/c",FALLETTA SERAFINA,03067530588,139,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
108,9132,0,"Piazza B. Cairoli, 5",EREDI DI GIANNANGELI DI MATTEO GIANNANGELI SNC,-,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
109,9132,0,"P.za B. Cairoli, 5",GIANNANGELI ALBERTO,-,186,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,28/02/2013,Ordinaria,1,41.92368,12.57115,1
110,9133,0,"Via Magliano Sabina, 25",BRIENZA BRUNA,03582370585,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.9348,12.5114,1
111,9133,0,"Via Magliano Sabina, 25",BRIENZA BRUNA,01659830580,199,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.9348,12.5114,1
112,9134,0,"Via Pacchiarotti, 34",PIANESI SAS DI LUCIA COPPOLA,03010010589,139,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
113,9135,0,"Piazza Massa Carrara, 9",PONZI ENNIO SAS,10182371004,162,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-06T00:00:00,-,Ordinaria,1,41.91792,12.52552,1
114,9135,0,"P.za Massa Carrara, 10",DI GIUSEPPE DARIO,09669880586,162,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.91792,12.52552,1
115,9135,0,"Piazza Massa Carrara, 10",PONZI ENNIO SAS,10182371004,162,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-04T00:00:00,31/05/2015,Ordinaria,1,41.91792,12.52552,1
116,9135,0,"Piazza Massa Carrara, 10",DI GIUSEPPE DARIO,03094590589,162,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,31/03/2015,Ordinaria,1,41.91792,12.52552,1
117,9136,0,"Via Celimontana, 9/a",CELIMONTANA SNC DI ROCCO POLIMENI,10196801004,184,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2009-01-10T00:00:00,31/05/2015,Ordinaria,1,41.88841,12.49645,1
118,9136,0,"Via Celimontana, 9/a",CELIMONTANA DI ROCCO POLIMENI,13208771009,184,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-06T00:00:00,-,Ordinaria,1,41.88841,12.49645,1
