_id,CODICEIDENTIFICATIVOFARMACIA,CODFARMACIAASSEGNATODAASL,INDIRIZZO,DESCRIZIONEFARMACIA,PARTITAIVA,CAP,CODICECOMUNEISTAT,DESCRIZIONECOMUNE,FRAZIONE,CODICEPROVINCIAISTAT,SIGLAPROVINCIA,DESCRIZIONEPROVINCIA,CODICEREGIONE,DESCRIZIONEREGIONE,DATAINIZIOVALIDITA,DATAFINEVALIDITA,DESCRIZIONETIPOLOGIA,CODICETIPOLOGIA,LATITUDINE,LONGITUDINE,LOCALIZE
767,9510,0,"V.le Partenope, 96",ANNETTA MARIA GIUSEPPINA,00584860589,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/08/2010,Ordinaria,1,41.88953,12.55139,1
768,9510,0,"Viale Partenope, 96",ANNETTA MARIA GIUSEPPINA,09884340580,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-09T00:00:00,-,Ordinaria,1,41.88953,12.55139,1
769,9511,0,"Via Colle Nocello, 147",LORENTI SAS DELLA DR.SSA MARIA TERESA IANNOTTA,09953600583,12,58047,GUIDONIA MONTECELIO,La Botte,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/08/2010,Ordinaria,1,41.97941,12.76759,1
770,9511,0,"Via Colle Nocello, 147",LORENTI SAS DELLA DR.SSA MARIA TERESA IANNOTTA,08652181002,12,58047,GUIDONIA MONTECELIO,La Botte,58,RM,ROMA,120,LAZIO,2010-01-09T00:00:00,-,Ordinaria,1,41.97941,12.76759,1
771,9512,0,"Via V. Cerulli, 16/20",CATTI CARMELA TIZIANA,04547721003,143,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.82434,12.49107,1
772,9512,0,"Via V. Cerulli, 16/20",CATTI CARMELA TIZIANA,09860720581,143,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,-,Ordinaria,1,41.82434,12.49107,1
773,9513,0,"Via La Spezia, 96/98",EREDI ANGELONI ALBERTO,10110930582,182,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/03/2007,Ordinaria,1,41.94826,12.08468,1
774,9513,0,"Via La Spezia, 96/98",ANGELONI GIOVANNA,09016731003,182,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2007-01-04T00:00:00,-,Ordinaria,1,41.94826,12.08468,1
775,9514,0,"Via Ciro da Urbino, 37",S. GIUSEPPE DR.SSA ANNA RASULO,10006140585,176,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.87814,12.54036,1
776,9515,0,"Via Etruria, 13/B",LOPRIORE SNC,05006371008,183,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-06T00:00:00,-,Ordinaria,1,41.87877,12.51382,1
777,9515,0,"Via Etruria, 13/B",EREDI SERVINO GIUSEPPE SNC,05006371008,183,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/05/2015,Ordinaria,1,41.87877,12.51382,1
778,9516,0,"Via Dino Penazzato, 83/E 83/F",VALLATI AUGUSTO E ALESSANDRO SNC,04937731000,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
779,9517,0,"V.le Venezia Giulia, 113",ANNETTA ANTONINO,00478840580,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/01/2008,Ordinaria,1,41.95468,12.76926,1
780,9517,0,"Viale Venezia Giulia, 113",TERME GIORDIANI,10081380585,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-02T00:00:00,-,Ordinaria,1,41.95468,12.76926,1
781,9518,0,"Circonvallazione Ostiense, 289",GARBATELLA DEL DOTT. PAOLINETTI,05140631002,154,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,-,Ordinaria,1,41.86688,12.4906,1
782,9518,0,"Circonvallazione Ostiense, 289",EREDI PAOLINELLI DR.SSA VALERIA,05140631002,154,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,28/02/2013,Ordinaria,1,41.86688,12.4906,1
783,9518,0,"Circonvallazione Ostiense, 289",EREDI PAOLINELLI DR.SSA VALERIA,10318530580,154,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.86688,12.4906,1
784,9519,0,"Via Eurialo, 35",ZELLI GIULIO,10406120583,181,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.65618,12.48825,1
785,9520,0,"Via Appia Nuova, 213",DE LONGIS FRANCESCO,10199850586,183,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.79704,12.58736,1
786,9520,0,"Via Appia Nuova, 213",DE LONGIS FRANCESCO,09141060583,183,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.79704,12.58736,1
787,9521,0,"Via A. Zanetta, 130",TATA ANTONIO,10141710581,143,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/10/2014,Ordinaria,1,41.92368,12.57115,1
788,9521,0,"Via Abigaile Zanetta, 130",SANTA MARIA DELLA DR.SSA VALENTINA TATA SNC,12870981003,143,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2014-01-11T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
789,9522,0,"Via del Pianeta Giove, 68",PERLINI MARINA,10147280589,144,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,28/02/2013,Ordinaria,1,41.92368,12.57115,1
790,9522,0,"Via del Pianeta Giove, 68",PERLINI MARINA SAS,12134011001,144,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
791,9523,0,"Via Davide Carazzi, 31",DIVINO AMORE SNC,09823070587,134,58091,ROMA,Divino Amore,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.76493,12.55814,1
792,9524,0,"Via Ostiense, 53",GIAQUINTO PAOLO EMILIO,07618991009,154,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.81703,12.43288,1
793,9525,0,"Piazzale Cina, 60",MINERVAE A. E PINO F. SNC,05383951000,144,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.80764,12.43156,1
794,9526,0,"Viale dell'Esercito, 62/f",VAVALA' RAFFAELE,10475900584,143,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2014,Ordinaria,1,41.80475,12.49918,1
795,9526,0,"Viale dell'Esercito, 62/f",VAVALA' SNC,13019041006,143,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-01T00:00:00,-,Ordinaria,1,41.80475,12.49918,1
796,9527,0,"Via Casilina, 474 a/b",GIACOBBI DONATELLA,10388430588,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/06/2007,Ordinaria,1,41.92368,12.57115,1
797,9527,0,"Via Casilina, 474 a/b",ALESSANDRINA SNC DI GIACOBBI DONATELLA E CIFALDI PLACIDO,08984341001,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2007-01-07T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
798,9528,0,"Via Nocera Umbra, 184/186",LA MARTIRE SNC,05380511005,181,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.87688,12.52628,1
799,9529,0,"Via Britannia, 2/4/6",ETRURIA DEL DOTT. REDINI MICHELE,08443161008,183,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.87975,12.50821,1
800,9530,0,"Via Fiume Bianco, 46",FIUME BIANCO SNC,05445961005,144,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.81631,12.43842,1
801,9531,0,"Piazza Montecastrilli, 13",DI MAIRA SILVANA,10476710586,181,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.87714,12.53258,1
802,9532,0,"Via A. Baccarini, 22/c",BARTALOTTA FRANCESCO,10596260587,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-09T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
803,9532,0,"Via A. Baccarini, 22/c",BARTALOTTA FRANCESCO,01051440582,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/08/2010,Ordinaria,1,41.92368,12.57115,1
804,9533,0,"Via Luigi Caffaro, 9",ANGELINI ROBERTO,05223540583,154,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/01/2015,Ordinaria,1,41.92368,12.57115,1
805,9533,0,"Via Luigi Caffaro, 9",ANGELINI ROBERTO SAS DI ROBERTO ANGELINI & C.,01257804100,154,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-02T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
806,9534,0,-,CASTELFORTE SNC,05559081004,171,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/05/2006,Ordinaria,1,41.89132,12.55664,1
807,9534,0,"Via Castelforte, 29",CASTELFORTE SNC,05055590810,171,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2006-01-06T00:00:00,31/03/2007,Ordinaria,1,41.89132,12.55664,1
808,9534,0,"Via Castelforte, 29",CASTELFORTE SNC DI GIANSERRA A. & MEDIATI M.G.,05559081004,171,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,-,Ordinaria,1,41.89132,12.55664,1
809,9534,0,"Via Castelforte, 29",CASTELFORTE SNC,05559081004,171,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2007-01-04T00:00:00,28/02/2013,Ordinaria,1,41.89132,12.55664,1
810,9535,0,"Via Simone Martini, 34/36",PONTECORVI ANGELO,04489381006,143,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.82674,12.48818,1
811,9535,0,"Via Simone Martini, 34/36",PONTECORVI ANGELO,-,143,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.82674,12.48818,1
812,9536,0,"Via Cesare Pavese, 96/C",PAVESE DELLA DR.SSA LO PINTO RITA E C. SNC,09733820584,144,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-03T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
813,9536,0,"Via Cesare Pavese, 100/O",LO PINTO RITA,09733820584,144,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,28/02/2013,Ordinaria,1,41.92368,12.57115,1
814,9537,0,"Viale dell'Aereonautica, 37",CORSETTI PIO,10852950582,144,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.90151,12.46077,1
815,9538,0,"Circonvallazione Ostiense, 218",PERUZZI PAOLA,10826510587,154,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
816,9539,0,"Via Rocca Priora, 60",COLLI ALBANI,10887190584,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.48372,12.67937,1
817,9540,0,"Viale Citta' d'Europa, 700",CITTA' D'EUROPA SNC,04910120585,144,58091,ROMA,Torrino Nord,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2007,Ordinaria,1,41.82498,12.45422,1
818,9540,0,"Viale Citta' d'Europa, 700",CITTA' D'EUROPA,09281581000,144,58091,ROMA,Torrino Nord,58,RM,ROMA,120,LAZIO,2007-01-10T00:00:00,-,Ordinaria,1,41.82498,12.45422,1
819,9541,0,"Via G. Trevis, 60/68",CRISTOFORO COLOMBO DOTT. OSVALDO MOLTEDO,05983131003,147,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
820,9542,0,"Largo Pannonia, 4/5/6/7",PORTA METRONIA,02154800581,183,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/04/2013,Ordinaria,1,41.87974,12.50169,1
821,9542,0,"Largo Pannonia, 4/5/6/7",PORTA METRONIA SNC DI SCANZANO DR.SSA ROSA & C.,12101221005,183,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-05T00:00:00,-,Ordinaria,1,41.87974,12.50169,1
822,9543,0,"Via Ostiense, 85-85/A",OSTIENSE SNC DI ANGELI MASSIMO E OLIVIERI ANTONIO,06023681007,154,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
823,9544,0,"Piazza Ronchi, 2",RONCHI SNC,05879471000,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.87724,12.55434,1
824,9545,0,"Viale Eroi di Cefalonia, 109",SPINACETO SNC,05990111006,128,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
825,9546,0,"Via Vittorio De Sica, 32",OLGIATA SNC DEI DR.I MASSIMO E PAOLO PICCHIONI,08528381000,123,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/04/2007,Ordinaria,1,42.02107,12.37423,1
826,9547,0,"Via Augusto Dulceri, 19",DI SALVIA DEL DR. DI SALVIA MICHELE E .C SAS,11172931005,176,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2011-01-03T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
827,9547,0,"Via M. V. Coronelli, 46",DI SALVIA MICHELE,06204301003,176,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,28/02/2011,Ordinaria,1,41.92368,12.57115,1
828,9548,0,"Via Tommaso da Celano, 122",EREDI ROSA GIUSEPPE SNC DI ROSA BARBARA E GAMBACCINI PAOLA,06371711000,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2010,Ordinaria,1,41.92368,12.57115,1
829,9548,0,"Via Tommaso da Celano, 122",ROSA  BARBARA,11151231005,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2011-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
830,9549,0,"Via Adolfo Omodeo, 66/68",FONSI SILVIA,07752791009,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
831,9550,0,"Piazza S. M. Ausiliatrice, 39-40",GIANCOTTI ENRICO ALFONSO,06406231008,181,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.87323,12.52855,1
832,9551,0,"Via Casilina, 439/B",CASILINA DOTT. NICOLA MAURO,06526961005,176,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
833,9552,0,"Via dell'Acqua Bullicante, 202",ANACAPRI DI LUISELLA FESTINANTE,06402581000,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,30/04/2011,Ordinaria,1,41.89028,12.54206,1
834,9552,0,"Via dell'Acqua Bullicante, 202",ANACAPRI DI LUISELLA FESTINANTE,10544181000,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2009-01-09T00:00:00,30/09/2010,Ordinaria,1,41.89028,12.54206,1
835,9552,0,"Via dell'Acqua Bullicante, 202",SALTARELLI ARMANDO SAS,10544181000,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-07T00:00:00,-,Ordinaria,1,41.89028,12.54206,1
836,9552,0,"Via dell'Acqua Bullicante, 202",ANACAPRI DI LUISELLA FESTINANTE,10544181000,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2011-01-05T00:00:00,30/06/2015,Ordinaria,1,41.89028,12.54206,1
837,9552,0,"Via dell'Acqua Bullicante, 202",ANACAPRI SAS DI LUISELLA FESTINANTE,06402581000,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,31/08/2009,Ordinaria,1,41.89028,12.54206,1
838,9552,0,"Via dell'Acqua Bullicante, 202",ANACAPRI SNC DI LUISELLA FESTINANTE E ROBERTO MONGARDINI,00432790582,177,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.89028,12.54206,1
839,9553,0,"Piazza C. Cantu', 2",CANTU' DOTT. BORYSOWICZ STEFANO,06666191009,181,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
840,9554,0,"Piazza Epiro, 7",PORRECA MARCO GIULIANO,06480661005,183,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.87876,12.5043,1
841,9555,0,"Via Renzo da Ceri, 66 ang. Via S. di Bastelica, 48",BASTELICA DOTT. GABRIELE GIUSEPPE ROMEO,06724851008,176,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.90151,12.46077,1
842,9556,0,"Piazza Cesare Baronio, 4/A",MEMEO DOTT. NICCOLO' DI GRAVINA,06804991005,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.87318,12.52084,1
843,9557,0,"Via Accademia del Cimento, 16",DEL CIMENTO DOTT. ANGELO IZZO,07072701001,147,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.85185,12.4957,1
844,9558,0,"Via Sabaudia, 71",SABAUDIA SNC DI VALERIA E MARCO MORI,06157701001,171,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/04/2013,Ordinaria,1,41.89439,12.55763,1
845,9558,0,"Via Sabaudia, 71",SABAUDIA DEL DR. MARCO MORI,02151230444,171,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-05T00:00:00,-,Ordinaria,1,41.89439,12.55763,1
846,9559,0,"Via della Marranella, 41",ELMO VITTORIA,07153361006,176,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
847,9560,0,"Piazza Roselle, 1",BARGONI FRANCO,01051230587,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.92368,12.57115,1
848,9560,0,"Piazza Roselle, 1",BASTA FRANCESCO VITTORIO DI BASTA FRANCESCO VITTORIO & C S.A.S.,13116051007,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2015-01-06T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
849,9560,0,"Piazza Roselle, 1",BARGONI FRANCO,00440250587,179,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,31/05/2015,Ordinaria,1,41.92368,12.57115,1
850,9561,0,"Via Castellammare, 59",SPADA DEL DOTT. CLAUDIO SABBATINI SNC,08492741007,50,58120,FIUMICINO,FREGENE,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.84541,12.20535,1
851,9561,0,"Via Castellammare, 59",SPADA DEL DOTT. CLAUDIO SABBATINI SNC,05480621001,50,58120,FIUMICINO,FREGENE,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.84541,12.20535,1
852,9562,0,"via delle Vigne, 163",DI LEONE GIAMBATTISTA,09671210582,148,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.84597,12.42035,1
853,9562,0,"via delle Vigne, 163",DI LEONE GIAMBATTISTA,00760910588,148,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,-,Ordinaria,1,41.84597,12.42035,1
854,9563,0,"Via del Trullo, 294-296",EREDI DOTT. TORELLI ANDREA,10058421008,148,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-09T00:00:00,28/02/2010,Ordinaria,1,41.85111,12.43485,1
855,9563,0,"Via del Trullo, 294-296",TORELLI DEL DR. GUIDO TORELLI E C. SAS,09600211008,148,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-03T00:00:00,-,Ordinaria,1,41.85111,12.43485,1
856,9563,0,"Via del Trullo, 294-296",TORELLI ANDREA,00272790585,148,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/08/2008,Ordinaria,1,41.85111,12.43485,1
857,9564,0,"Via Capo Passero, 26/32",EREDI DI CARLO ROMOLO,12995861007,122,58091,ROMA,OSTIA LIDO,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
858,9565,0,"Via della Consolata, 7/9",LEONARDIS GERARDO,01057861005,164,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,30/09/2010,Ordinaria,1,41.87698,12.42129,1
859,9565,0,"Via della Consolata, 7/9",LEONARDIS GERARDO,00752870584,164,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-10T00:00:00,30/04/2012,Ordinaria,1,41.87698,12.42129,1
860,9565,0,"Via della Consolata, 7/9",DEGLI ESTENSI SAS,11491541006,164,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2012-01-05T00:00:00,-,Ordinaria,1,41.87698,12.42129,1
861,9566,0,"Via G. Ricci Curbastro, 3",SPINELLI MAURIZIO & C. SNC,10707381009,149,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2010-01-04T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
862,9566,0,"Via G. Ricci Curbastro, 3",ROMAGNOLI SPINELLI GABRIELA,00861870582,149,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/03/2010,Ordinaria,1,41.92368,12.57115,1
863,9567,0,"Via Avicenna, 8/10",ARRIGHI DEL DR. LUIGI NAVA,07526681007,146,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.86527,12.47154,1
864,9568,0,"Piazza del Maccarese, 14",BORTOLAN ANNA MARIA,05586161001,57,58120,FIUMICINO,MACCARESE,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/03/2007,Ordinaria,1,41.88756,12.22867,1
865,9568,0,"Piazza del Maccarese, 14/15",MACCARESE DEL DR. ATTILIO MONETA CAGLIO DE SUVICH,01459980536,57,58120,FIUMICINO,MACCARESE,58,RM,ROMA,120,LAZIO,2011-01-01T00:00:00,-,Ordinaria,1,41.88756,12.22867,1
866,9568,0,"Piazza del Maccarese, 14",MACCARESE DEI DR.I ATTILIO MONETA CAGLIO DE SUVICH E LUIGI TANZI SNC,09043851006,57,58120,FIUMICINO,MACCARESE,58,RM,ROMA,120,LAZIO,2007-01-04T00:00:00,31/12/2010,Ordinaria,1,41.88756,12.22867,1
867,9569,0,"Via A. G. Barrili, 7",MILANI FAGIOLO BRUNO,00712270586,152,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
868,9570,0,"Viale Trastevere, 229",LOFARO ANNUNZIATA,00476970587,153,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.90151,12.46077,1
869,9571,0,"Via Portuense, 468",PENNACCHIA PIER LUIGI,01051440582,149,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,-,Ordinaria,1,41.84327,12.40431,1
870,9572,0,"Largo Bilancioni, 8/11 (Via Pio Fo)",SANT'ELENA DELLE DR.SSE ANNA MARIA E ANNA LAURA PELLEGRINI SNC,07551721009,152,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2007-01-02T00:00:00,31/03/2013,Ordinaria,1,41.92368,12.57115,1
871,9572,0,-,PELLEGRINI MARCELLO,01363270586,152,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/05/2006,Ordinaria,1,41.92368,12.57115,1
872,9572,0,"Largo Bilancioni, 8/11 (Via Pio Fo)",SANT'ELENA DELLE DR.SSE ANNA MARIA E ANNA LAURA PELLEGRINI SNC,07551721009,152,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-04T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
873,9573,0,"Via S. Pantaleo Campano, 28/d",MUCELLI GINA & C. SNC,10089551005,149,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2009-01-11T00:00:00,-,Ordinaria,1,41.92368,12.57115,1
874,9573,0,"Via S. Pantaleo Campano, 28/d",MUCELLI GINA,01369330582,149,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/10/2009,Ordinaria,1,41.92368,12.57115,1
875,9574,0,"Via Portuense, 718",BRANCHINI ROSANNA,01405530583,148,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,31/10/2009,Ordinaria,1,41.84327,12.40431,1
876,9574,0,"Via Portuense, 718",TORELLI SILVIA,09847361004,148,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2009-01-11T00:00:00,-,Ordinaria,1,41.84327,12.40431,1
877,9574,0,"Via Portuense, 718",BRANCHINI ROSANNA,01471070589,148,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.84327,12.40431,1
878,9575,0,"Via G. Giorgios, 214/d",DI TERLIZZI DEL DR. DI TERLIZZI PANTALEO MARIA & C. SAS,-,54,58120,FIUMICINO,FIUMICINO - ISOLA SACRA,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,31/03/2013,Ordinaria,1,41.88756,12.22867,1
879,9575,0,"Via G. Giorgis, 214/d",DI TERLIZZI DEL DR. DI TERLIZZI PANTALEO MARIA & C. SAS,-,54,58120,FIUMICINO,FIUMICINO - ISOLA SACRA,58,RM,ROMA,120,LAZIO,2013-01-04T00:00:00,-,Ordinaria,1,41.88756,12.22867,1
880,9575,0,"Via G. Giorgios, 214/d",EREDI DR.SSA ENRICHETTA MUSTI DE GENNARO,07701001005,54,58120,FIUMICINO,FIUMICINO - ISOLA SACRA,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.88756,12.22867,1
881,9576,0,"Via Portuense, 425",CASSAR EMMA,02111790586,149,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2008-01-01T00:00:00,31/03/2013,Ordinaria,1,41.84327,12.40431,1
882,9576,0,"Via Portuense, 425",CASSAR EMMA,04513201006,149,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2005-01-01T00:00:00,31/12/2007,Ordinaria,1,41.84327,12.40431,1
883,9576,0,"Via Portuense, 423",PORTUENSE,02111790586,149,58091,ROMA,-,58,RM,ROMA,120,LAZIO,2013-01-04T00:00:00,-,Ordinaria,1,41.84327,12.40431,1
